           0  -0.365026   0.000  0.000  0.000   
      100000  -0.549836   0.308  0.577  0.000   
      200000  -1.182864   0.392  0.574  0.000   
      300000  -0.896726   0.494  0.568  0.000   
      400000  -1.119693   0.553  0.567  0.000   
      500000  -1.142954   0.593  0.566  0.000   
      600000  -0.814134   0.616  0.566  0.000   
      700000  -1.257183   0.632  0.565  0.000   
      800000  -1.082621   0.644  0.565  0.000   
      900000  -1.105715   0.642  0.563  0.000   
     1000000  -1.038356   0.649  0.562  0.000   
     1100000  -1.101983   0.649  0.561  0.000   
     1200000  -1.218589   0.654  0.561  0.000   
     1300000  -0.988375   0.658  0.560  0.000   
     1400000  -1.140831   0.659  0.560  0.000   
     1500000  -1.165453   0.664  0.560  0.000   
     1600000  -1.113247   0.671  0.561  0.000   
     1700000  -0.986742   0.671  0.560  0.000   
     1800000  -0.977159   0.672  0.560  0.000   
     1900000  -1.109716   0.673  0.560  0.000   
     2000000  -1.192120   0.678  0.560  0.000   
     2100000  -1.073312   0.680  0.560  0.000   
     2200000  -1.002819   0.679  0.560  0.000   
     2300000  -1.284855   0.680  0.560  0.000   
     2400000  -1.127692   0.681  0.560  0.000   
     2500000  -1.143509   0.682  0.559  0.000   
     2600000  -0.947399   0.682  0.559  0.000   
     2700000  -1.105747   0.682  0.559  0.000   
     2800000  -1.180243   0.683  0.559  0.000   
     2900000  -1.245753   0.684  0.559  0.000   
     3000000  -1.134185   0.685  0.559  0.000   
     3100000  -1.091100   0.686  0.559  0.000   
     3200000  -1.195708   0.686  0.559  0.000   
     3300000  -1.014320   0.686  0.559  0.000   
     3400000  -0.644728   0.686  0.559  0.000   
     3500000  -1.102481   0.684  0.558  0.000   
     3600000  -1.210501   0.685  0.558  0.000   
     3700000  -1.185821   0.685  0.558  0.000   
     3800000  -0.995198   0.686  0.558  0.000   
     3900000  -1.058575   0.687  0.559  0.000   
     4000000  -1.059098   0.689  0.559  0.000   
     4100000  -1.084083   0.687  0.558  0.000   
     4200000  -1.196844   0.688  0.559  0.000   
     4300000  -1.178273   0.688  0.559  0.000   
     4400000  -1.269598   0.689  0.559  0.000   
     4500000  -1.252030   0.691  0.559  0.000   
     4600000  -1.188690   0.693  0.559  0.000   
     4700000  -1.279846   0.693  0.559  0.000   
     4800000  -1.178598   0.693  0.559  0.000   
     4900000  -1.216961   0.693  0.559  0.000   
     5000000  -1.206177   0.694  0.559  0.000   
     5100000  -1.054040   0.693  0.559  0.000   
     5200000  -1.025366   0.693  0.559  0.000   
     5300000  -1.198496   0.693  0.559  0.000   
     5400000  -0.899755   0.694  0.559  0.000   
     5500000  -1.071693   0.694  0.559  0.000   
     5600000  -1.197891   0.694  0.559  0.000   
     5700000  -1.014156   0.696  0.559  0.000   
     5800000  -1.077457   0.697  0.559  0.000   
     5900000  -1.258501   0.698  0.559  0.000   
     6000000  -1.235379   0.698  0.559  0.000   
