           0  -0.365026   0.000  0.000  0.000   
      100000  -0.648812   0.389  0.611  0.000   
      200000  -0.325883   0.391  0.609  0.000   
      300000  -0.426893   0.399  0.607  0.000   
      400000  -0.438186   0.396  0.607  0.000   
      500000  -0.593756   0.396  0.607  0.000   
      600000  -0.929188   0.398  0.606  0.000   
      700000  -0.632337   0.399  0.606  0.000   
      800000  -0.621294   0.398  0.605  0.000   
      900000  -0.323840   0.401  0.604  0.000   
     1000000  -1.116874   0.403  0.603  0.000   
     1100000  -1.097120   0.426  0.598  0.000   
     1200000  -1.157850   0.445  0.594  0.000   
     1300000  -0.946229   0.470  0.592  0.000   
     1400000  -1.217603   0.483  0.589  0.000   
     1500000  -1.248885   0.501  0.588  0.000   
     1600000  -1.154768   0.517  0.586  0.000   
     1700000  -1.236950   0.527  0.585  0.000   
     1800000  -1.008287   0.537  0.583  0.000   
     1900000  -1.188708   0.546  0.582  0.000   
     2000000  -1.226712   0.553  0.580  0.000   
     2100000  -1.188386   0.560  0.579  0.000   
     2200000  -1.146419   0.565  0.578  0.000   
     2300000  -1.241251   0.571  0.577  0.000   
     2400000  -0.863630   0.570  0.577  0.000   
     2500000  -1.123507   0.572  0.576  0.000   
     2600000  -1.050211   0.576  0.575  0.000   
     2700000  -0.477820   0.575  0.574  0.000   
     2800000  -0.562167   0.568  0.575  0.000   
     2900000  -0.430374   0.563  0.576  0.000   
     3000000  -0.497216   0.558  0.577  0.000   
     3100000  -0.416482   0.553  0.578  0.000   
     3200000  -0.633711   0.548  0.579  0.000   
     3300000  -0.556096   0.544  0.579  0.000   
     3400000  -0.603396   0.540  0.580  0.000   
     3500000  -0.717335   0.536  0.581  0.000   
     3600000  -0.595428   0.533  0.581  0.000   
     3700000  -0.558479   0.530  0.582  0.000   
     3800000  -0.611367   0.526  0.583  0.000   
     3900000  -1.192078   0.525  0.583  0.000   
     4000000  -0.932848   0.529  0.582  0.000   
     4100000  -1.146291   0.534  0.582  0.000   
     4200000  -1.230400   0.538  0.581  0.000   
     4300000  -0.366187   0.537  0.581  0.000   
     4400000  -0.362580   0.533  0.582  0.000   
     4500000  -0.363475   0.531  0.583  0.000   
     4600000  -0.476469   0.528  0.583  0.000   
     4700000  -0.706019   0.525  0.583  0.000   
     4800000  -0.518636   0.523  0.584  0.000   
     4900000  -0.565048   0.520  0.584  0.000   
     5000000  -0.423024   0.518  0.585  0.000   
     5100000  -0.724693   0.515  0.585  0.000   
     5200000  -0.491233   0.513  0.585  0.000   
     5300000  -0.793703   0.512  0.586  0.000   
     5400000  -0.538663   0.509  0.586  0.000   
     5500000  -0.514550   0.507  0.586  0.000   
     5600000  -0.378702   0.505  0.587  0.000   
     5700000  -0.717365   0.504  0.587  0.000   
     5800000  -0.661855   0.502  0.587  0.000   
     5900000  -0.586228   0.500  0.588  0.000   
     6000000  -1.036003   0.501  0.588  0.000   
     6100000  -1.224660   0.505  0.587  0.000   
     6200000  -1.159487   0.509  0.587  0.000   
     6300000  -1.327362   0.513  0.586  0.000   
     6400000  -1.278911   0.515  0.586  0.000   
     6500000  -1.033184   0.519  0.586  0.000   
     6600000  -1.231964   0.521  0.585  0.000   
     6700000  -1.079422   0.524  0.585  0.000   
     6800000  -1.264828   0.527  0.584  0.000   
     6900000  -1.176946   0.530  0.584  0.000   
     7000000  -1.009495   0.533  0.584  0.000   
     7100000  -1.154879   0.536  0.583  0.000   
     7200000  -1.206488   0.539  0.583  0.000   
     7300000  -1.132491   0.541  0.583  0.000   
     7400000  -0.975142   0.543  0.582  0.000   
     7500000  -1.183637   0.546  0.582  0.000   
     7600000  -1.049786   0.548  0.582  0.000   
     7700000  -1.217568   0.550  0.582  0.000   
     7800000  -1.329718   0.552  0.581  0.000   
     7900000  -1.194396   0.555  0.581  0.000   
     8000000  -0.749109   0.556  0.581  0.000   
     8100000  -1.124485   0.558  0.581  0.000   
     8200000  -1.208402   0.560  0.580  0.000   
     8300000  -1.203676   0.562  0.580  0.000   
     8400000  -1.051785   0.564  0.580  0.000   
     8500000  -0.888530   0.566  0.580  0.000   
     8600000  -0.959209   0.568  0.579  0.000   
     8700000  -1.172507   0.569  0.579  0.000   
     8800000  -1.199566   0.572  0.579  0.000   
     8900000  -1.231175   0.574  0.579  0.000   
     9000000  -1.005330   0.576  0.579  0.000   
     9100000  -0.902573   0.577  0.578  0.000   
     9200000  -0.966079   0.577  0.578  0.000   
     9300000  -0.993565   0.578  0.578  0.000   
     9400000  -1.347230   0.579  0.578  0.000   
     9500000  -0.923928   0.580  0.577  0.000   
     9600000  -1.239572   0.581  0.577  0.000   
     9700000  -1.195981   0.582  0.577  0.000   
     9800000  -1.132716   0.583  0.577  0.000   
     9900000  -0.930033   0.584  0.576  0.000   
    10000000  -1.288251   0.586  0.576  0.000   
    10100000  -1.082820   0.587  0.576  0.000   
    10200000  -1.017058   0.589  0.576  0.000   
    10300000  -1.326024   0.590  0.576  0.000   
    10400000  -0.850299   0.589  0.576  0.000   
    10500000  -0.677533   0.587  0.576  0.000   
    10600000  -0.619334   0.585  0.577  0.000   
    10700000  -0.577585   0.583  0.577  0.000   
    10800000  -0.615585   0.582  0.577  0.000   
    10900000  -0.504840   0.580  0.577  0.000   
    11000000  -0.539835   0.578  0.578  0.000   
    11100000  -0.512252   0.577  0.578  0.000   
    11200000  -0.674965   0.575  0.578  0.000   
    11300000  -0.348360   0.574  0.578  0.000   
    11400000  -0.536491   0.572  0.579  0.000   
    11500000  -0.622633   0.570  0.579  0.000   
    11600000  -0.786945   0.569  0.579  0.000   
    11700000  -0.389671   0.568  0.579  0.000   
    11800000  -1.216622   0.567  0.579  0.000   
    11900000  -1.219817   0.569  0.579  0.000   
    12000000  -1.083697   0.570  0.579  0.000   
    12100000  -1.067778   0.571  0.579  0.000   
    12200000  -0.710581   0.572  0.579  0.000   
    12300000  -0.469085   0.570  0.579  0.000   
    12400000  -0.418167   0.569  0.579  0.000   
    12500000  -0.896825   0.568  0.580  0.000   
    12600000  -0.588250   0.567  0.580  0.000   
    12700000  -0.401099   0.565  0.580  0.000   
    12800000  -0.711319   0.564  0.580  0.000   
    12900000  -0.401534   0.563  0.580  0.000   
    13000000  -0.672675   0.562  0.580  0.000   
    13100000  -0.472947   0.561  0.581  0.000   
    13200000  -0.512046   0.559  0.581  0.000   
    13300000  -0.630169   0.558  0.581  0.000   
    13400000  -0.668378   0.557  0.581  0.000   
    13500000  -0.504889   0.556  0.581  0.000   
    13600000  -0.769204   0.555  0.581  0.000   
    13700000  -0.500702   0.554  0.582  0.000   
    13800000  -0.599851   0.553  0.582  0.000   
    13900000  -0.356025   0.552  0.582  0.000   
    14000000  -0.398326   0.551  0.582  0.000   
    14100000  -0.451773   0.550  0.582  0.000   
    14200000  -0.678449   0.549  0.582  0.000   
    14300000  -0.244149   0.548  0.582  0.000   
    14400000  -0.436790   0.547  0.583  0.000   
    14500000  -0.421516   0.546  0.583  0.000   
    14600000  -0.457124   0.545  0.583  0.000   
    14700000  -0.522352   0.544  0.583  0.000   
    14800000  -0.392605   0.543  0.583  0.000   
    14900000  -0.453865   0.542  0.583  0.000   
    15000000  -0.691515   0.541  0.584  0.000   
    15100000  -0.513604   0.540  0.584  0.000   
    15200000  -0.612603   0.539  0.584  0.000   
    15300000  -0.633104   0.538  0.584  0.000   
    15400000  -0.533316   0.537  0.584  0.000   
    15500000  -1.017162   0.538  0.584  0.000   
    15600000  -1.158511   0.538  0.584  0.000   
    15700000  -1.069335   0.539  0.584  0.000   
    15800000  -0.748520   0.540  0.584  0.000   
    15900000  -0.496898   0.539  0.584  0.000   
    16000000  -0.512444   0.538  0.584  0.000   
    16100000  -0.411178   0.537  0.584  0.000   
    16200000  -0.570421   0.536  0.584  0.000   
    16300000  -1.190140   0.536  0.584  0.000   
    16400000  -0.910212   0.537  0.584  0.000   
    16500000  -1.144289   0.538  0.584  0.000   
    16600000  -1.102011   0.539  0.584  0.000   
    16700000  -1.100055   0.540  0.584  0.000   
    16800000  -1.123125   0.541  0.583  0.000   
    16900000  -1.135937   0.542  0.583  0.000   
    17000000  -1.306546   0.543  0.583  0.000   
    17100000  -1.114373   0.544  0.583  0.000   
    17200000  -1.035474   0.545  0.583  0.000   
    17300000  -0.917540   0.546  0.583  0.000   
    17400000  -0.472834   0.546  0.583  0.000   
    17500000  -0.336681   0.546  0.583  0.000   
    17600000  -0.689402   0.545  0.583  0.000   
    17700000  -0.633345   0.544  0.583  0.000   
    17800000  -0.643351   0.543  0.583  0.000   
    17900000  -0.563741   0.542  0.583  0.000   
    18000000  -0.468090   0.542  0.583  0.000   
    18100000  -0.602638   0.541  0.584  0.000   
    18200000  -0.695271   0.540  0.584  0.000   
    18300000  -0.676138   0.539  0.584  0.000   
    18400000  -0.328157   0.539  0.584  0.000   
    18500000  -0.330967   0.538  0.584  0.000   
    18600000  -0.414400   0.537  0.584  0.000   
    18700000  -0.712453   0.536  0.584  0.000   
    18800000  -0.500926   0.536  0.584  0.000   
    18900000  -0.571415   0.535  0.584  0.000   
    19000000  -0.484414   0.534  0.585  0.000   
    19100000  -0.899221   0.534  0.585  0.000   
    19200000  -0.654663   0.533  0.585  0.000   
    19300000  -0.354609   0.532  0.585  0.000   
    19400000  -0.577333   0.531  0.585  0.000   
    19500000  -0.651704   0.531  0.585  0.000   
    19600000  -0.808094   0.530  0.585  0.000   
    19700000  -0.395395   0.530  0.585  0.000   
    19800000  -1.026464   0.530  0.585  0.000   
    19900000  -1.009923   0.531  0.585  0.000   
    20000000  -1.050107   0.532  0.585  0.000   
    20100000  -1.030699   0.532  0.585  0.000   
    20200000  -1.212972   0.533  0.585  0.000   
    20300000  -1.254294   0.534  0.584  0.000   
    20400000  -1.218094   0.535  0.584  0.000   
    20500000  -1.048487   0.536  0.584  0.000   
    20600000  -1.151185   0.537  0.584  0.000   
    20700000  -1.162860   0.538  0.584  0.000   
    20800000  -1.326615   0.539  0.584  0.000   
    20900000  -1.313249   0.539  0.584  0.000   
    21000000  -1.145548   0.540  0.584  0.000   
    21100000  -1.245394   0.541  0.584  0.000   
    21200000  -0.946936   0.542  0.583  0.000   
    21300000  -0.957036   0.543  0.583  0.000   
    21400000  -1.052444   0.544  0.583  0.000   
    21500000  -1.137626   0.545  0.583  0.000   
    21600000  -1.233102   0.546  0.583  0.000   
    21700000  -1.166898   0.546  0.583  0.000   
    21800000  -1.199439   0.547  0.583  0.000   
    21900000  -1.277550   0.548  0.583  0.000   
    22000000  -1.294758   0.549  0.583  0.000   
    22100000  -1.326030   0.550  0.582  0.000   
    22200000  -0.513947   0.549  0.583  0.000   
    22300000  -0.639282   0.549  0.583  0.000   
    22400000  -0.661728   0.548  0.583  0.000   
    22500000  -0.443404   0.547  0.583  0.000   
    22600000  -0.469928   0.547  0.583  0.000   
    22700000  -0.518045   0.546  0.583  0.000   
    22800000  -0.694771   0.545  0.583  0.000   
    22900000  -0.658401   0.545  0.583  0.000   
    23000000  -0.646441   0.544  0.583  0.000   
    23100000  -0.327045   0.544  0.583  0.000   
    23200000  -0.503813   0.543  0.583  0.000   
    23300000  -0.533224   0.542  0.584  0.000   
    23400000  -0.858880   0.542  0.584  0.000   
    23500000  -0.236988   0.541  0.584  0.000   
    23600000  -0.385410   0.541  0.584  0.000   
    23700000  -0.256634   0.540  0.584  0.000   
    23800000  -0.593143   0.539  0.584  0.000   
    23900000  -0.474961   0.539  0.584  0.000   
    24000000  -0.796741   0.538  0.584  0.000   
    24100000  -1.169011   0.538  0.584  0.000   
    24200000  -1.218473   0.539  0.584  0.000   
    24300000  -1.227349   0.540  0.584  0.000   
    24400000  -0.785233   0.541  0.584  0.000   
    24500000  -1.067002   0.541  0.584  0.000   
    24600000  -1.169194   0.542  0.584  0.000   
    24700000  -1.257185   0.542  0.584  0.000   
    24800000  -1.187445   0.543  0.584  0.000   
    24900000  -1.275916   0.544  0.583  0.000   
    25000000  -0.960213   0.545  0.583  0.000   
    25100000  -0.984714   0.545  0.583  0.000   
    25200000  -1.171013   0.546  0.583  0.000   
    25300000  -1.260734   0.546  0.583  0.000   
    25400000  -1.114140   0.547  0.583  0.000   
    25500000  -1.164562   0.548  0.583  0.000   
    25600000  -1.035301   0.548  0.583  0.000   
    25700000  -1.008540   0.549  0.583  0.000   
    25800000  -0.398148   0.549  0.583  0.000   
    25900000  -0.641195   0.549  0.583  0.000   
    26000000  -0.641410   0.548  0.583  0.000   
    26100000  -0.684597   0.548  0.583  0.000   
    26200000  -0.216152   0.547  0.583  0.000   
    26300000  -0.471177   0.547  0.583  0.000   
    26400000  -0.572332   0.546  0.583  0.000   
    26500000  -0.770608   0.546  0.583  0.000   
    26600000  -1.245483   0.546  0.583  0.000   
