           0   0.000000
       10000   0.000000
       20000   0.000000
       30000   0.000000
       40000   0.000000
       50000   0.000000
       60000   0.000000
       70000   0.000000
       80000   0.000000
       90000   0.000000
      100000   0.000000
      110000   0.000000
      120000   0.000000
      130000   0.000000
      140000   0.000000
      150000   0.000000
      160000  -0.827835
      170000  -3.725847
      180000  -3.942816
      190000  -3.796875
      200000  -3.219300
      210000  -3.471086
      220000  -2.784776
      230000  -3.071454
      240000  -3.020831
      250000  -3.632593
      260000  -3.360327
      270000  -4.346181
      280000  -3.362773
      290000  -3.054493
      300000  -2.160985
      310000  -3.232199
      320000  -2.810867
      330000  -3.394879
      340000  -1.702344
      350000  -3.511220
      360000  -2.650626
      370000  -2.521659
      380000  -3.677240
      390000  -3.400072
      400000  -2.779856
      410000  -4.228871
      420000  -3.886447
      430000  -3.735848
      440000  -2.932802
      450000  -3.375981
      460000  -3.432558
      470000  -4.273877
      480000  -4.037976
      490000  -3.315337
      500000  -3.888490
      510000  -3.497594
      520000  -3.271368
      530000  -2.923060
      540000  -2.635044
      550000  -3.923410
      560000  -4.373221
      570000  -4.079387
      580000  -2.926581
      590000  -4.470027
      600000  -3.074442
      610000  -3.226749
      620000  -3.595559
      630000  -3.797869
      640000  -2.925718
      650000  -2.260794
      660000  -4.315551
      670000  -4.428509
      680000  -4.098973
      690000  -3.443692
      700000  -3.808075
      710000  -3.324274
      720000  -3.599543
      730000  -2.622194
      740000  -4.126421
      750000  -3.404403
      760000  -3.814997
      770000  -3.041039
      780000  -3.723292
      790000  -3.354175
      800000  -3.770528
      810000  -1.766888
      820000  -1.807859
      830000  -4.311159
      840000  -3.273483
      850000  -3.614812
      860000  -4.096832
      870000  -2.831352
      880000  -2.760216
      890000  -3.653060
      900000  -3.030758
      910000  -3.549505
      920000  -3.396551
      930000  -3.325478
      940000  -4.493660
      950000  -4.235954
      960000  -2.475768
      970000  -3.168693
      980000  -3.113797
      990000  -3.814938
     1000000  -2.968633
     1010000  -2.633952
     1020000  -2.971121
     1030000  -3.289856
     1040000  -3.527037
     1050000  -3.574825
     1060000  -3.354547
     1070000  -3.579320
     1080000  -1.937456
     1090000  -1.867442
     1100000  -2.623305
     1110000  -3.936876
     1120000  -4.676064
     1130000  -2.410194
     1140000  -2.625795
     1150000  -3.010514
     1160000  -3.708039
     1170000  -3.486283
     1180000  -3.520182
     1190000  -3.641968
     1200000  -4.456925
     1210000  -2.933917
     1220000  -4.266194
     1230000  -2.367982
     1240000  -3.129322
     1250000  -3.424940
     1260000  -4.279491
     1270000  -3.568778
     1280000  -2.073002
     1290000  -3.503771
     1300000  -2.790163
     1310000  -3.334572
     1320000  -2.623188
     1330000  -3.495410
     1340000  -3.683136
     1350000  -2.919452
     1360000  -4.350493
     1370000  -2.894852
     1380000  -4.070610
     1390000  -3.670385
     1400000  -3.927561
     1410000  -2.784160
     1420000  -3.171056
     1430000  -3.127819
     1440000  -2.960171
     1450000  -3.951068
     1460000  -3.025427
     1470000  -3.908370
     1480000  -3.886677
     1490000  -3.147261
     1500000  -3.983026
     1510000  -3.335761
     1520000  -3.829568
     1530000  -3.643873
     1540000  -3.320636
     1550000  -3.375651
     1560000  -3.976167
     1570000  -3.497149
     1580000  -3.448729
     1590000  -2.980896
     1600000  -3.816524
     1610000  -3.526054
     1620000  -3.980167
     1630000  -2.992196
     1640000  -3.738170
     1650000  -2.072430
     1660000  -3.337230
     1670000  -4.065090
     1680000  -3.325829
